year_orig;filename;total_trees;acreage;marked_acres;volume;avg_bft;price_bft;total_cost;net;forest;total_sale_price;date_of_sale;fy;month;day;year;time;sale_number;sold_to;bid2;bid2_amount;bid3;bid3_amount;bid4;bid4_amount;bid5;bid5_amount;bid6;bid6_amount;bid7;bid7_amount;bid8;bid8_amount;bid9;bid9_amount;lat;lng
2009;data/2009/2009_Part213.csv;519;108;74;77,140;149;$155.56;$1,495.15;$10,504.86;YELLOWWOOD STATE FOREST;$12,000.00;2008-11-20;2009;11;20;2008;2008-11-20;6420909;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$10,203.00;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$9,974.00;;;;;;;;;;;;;39.1843;-86.3381
2009;data/2009/2009_Part217.csv;569;82;40;118,283;208;$150.37;$2,037.18;$15,748.82;MORGAN-MONROE STATE FOREST;$17,786.00;2008-11-20;2009;11;20;2008;2008-11-20;200910;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;;;;;;;;;;;;;;;;;39.3258;-86.4199
2009;data/2009/2009_Part55.csv;88;;100;27,430;312;$109.37;$225.10;$2,774.90;HARRISON-CRAWFORD STATE FOREST;$3,000.00;2008-11-24;2009;11;24;2008;2008-11-24;6458981;David Morgan Logging|3999 N. SR 37|English, IN|47118;;;;;;;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part131.csv;775;120;39;167,740;216;$270.00;$8,908.33;$36,381.67;MARTIN STATE FOREST;$45,290.00;2008-12-17;2009;12;17;2008;2008-12-17;6360901;Southern Indiana Hardwoods, Inc.|2739 S. St. Anthony Rd. W.|Huntingburg, IN|47542;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;$41,100.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$26,626.00;;;;;;;;;;;;;38.7079;-86.7251
2009;data/2009/2009_Part135.csv;1,392;204;100;401,430;288;$260.01;$4,996.02;$99,378.98;MARTIN STATE FOREST;$104,375.00;2008-12-17;2009;12;17;2008;2008-12-17;6360902;Southern Indiana Hardwoods, Inc.|2739 S. St. Anthony Rd. W.|Huntingburg, IN|47542;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$76,003.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$72,500.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$65,032.00;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;$56,100.00;;;;;;;;;38.7079;-86.7251
2009;data/2009/2009_Part139.csv;26;296;15;8,850;340;$255.00;$320.44;$1,936.31;MARTIN STATE FOREST;$2,256.75;2008-12-17;2009;12;17;2008;2008-12-17;6360903;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;;;;;;;;;;;;;;;;;38.7079;-86.7251
2009;data/2009/2009_Part47.csv;1,303;350;79;264,381;203;$1.89;$5,346.19;($4,846.19);GREENE-SULLIVAN STATE FOREST;$500.00;2008-12-30;2009;12;30;2008;2008-12-30;6330904;Brad Bell|259 W beech St.|Sullivan, IN|47882;;;;;;;;;;;;;;;;;38.9856;-87.2436
2009;data/2009/2009_Part221.csv;591;75;70;145,808;247;$181.31;$1,216.99;$25,219.46;YELLOWWOOD STATE FOREST;$26,436.45;2009-01-15;2009;1;15;2009;2009-01-15;6420911;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$32,979.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$24,444.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$24,300.00;DBA Taggart Hill Sawmill, 5505 Hoover Road, Nashville, IN 47448 Hill Sawmill;$22,000.00;;;;;;;;;39.1843;-86.3381
2009;data/2009/2009_Part225.csv;808;94;86;149,998;186;$152.43;$1,642.27;$21,221.73;MORGAN-MONROE STATE FOREST;$22,864.00;2009-01-15;2009;1;15;2009;2009-01-15;6420912;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$22,222.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$21,200.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$18,000.00;;;;;;;;;;;39.3258;-86.4199
2009;data/2009/2009_Part5.csv;384;208;168;64,043;167;$118.67;$704.00;$6,896.00;CLARK STATE FOREST;$7,600.00;2009-01-16;2009;1;16;2009;2009-01-16;6300902;Darlage and Lambring Logging|4498 E County Road 100 S| Seymour, IN|47274;;;;;;;;;;;;;;;;;38.5545;-85.7668
2009;data/2009/2009_Part59.csv;25;140;78;4,203;168;$122.00;$216.40;$296.37;HARRISON-CRAWFORD STATE FOREST;$512.77;2009-01-26;2009;1;26;2009;2009-01-26;6450902;Sanders Wood Products|3786 N. Gethsemane|Corydon, IN|47112;;;;;;;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part143.csv;1,475;178;99;329,077;223;$234.34;$3,841.63;$73,274.37;MARTIN STATE FOREST;$77,116.00;2009-01-28;2009;1;28;2009;2009-01-28;6360904;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$65,789.00;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;$41,150.00;;;;;;;;;;;;;38.7079;-86.7251
2009;data/2009/2009_Part163.csv;643;88;46;68,744;107;$152.74;$1,848.53;$8,651.47;SALAMONIE RIVER STATE FOREST;$10,500.00;2009-02-03;2009;2;3;2009;2009-02-03;6410901;John Heiney, 592 E 400 N, Huntington, IN 46750, 260-356-6492;;;;;;;;;;;;;;;;;40.813;-85.6984
2009;data/2009/2009_Part13.csv;919;214;40;60,045;65;$60.00;$555.00;$3,047.70;CLARK STATE FOREST;$3,602.70;2009-02-26;2009;2;26;2009;2009-02-26;6300904;D & L Logging;;;;;;;;;;;;;;;;;38.5545;-85.7668
2009;data/2009/2009_Part67.csv;321;529;99;83,610;260;$122.59;$632.89;$9,617.11;HARRISON-CRAWFORD STATE FOREST;$10,250.00;2009-02-26;2009;2;26;2009;2009-02-26;6340903;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;;;;;;;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part9.csv;3,127;291;272;542,913;174;$104.82;$13,166.44;$43,743.56;CLARK STATE FOREST;$56,910.00;2009-02-26;2009;2;26;2009;2009-02-26;6300903;D & L Logging;Worley Lumber Co.|5803 E Hurst Rd.|Pekin, IN|47165-7107;$25,000.00;;;;;;;;;;;;;;;38.5545;-85.7668
2009;data/2009/2009_Part63.csv;48;113;7;12,390;258;$210.49;$374.30;$2,233.70;HARRISON-CRAWFORD STATE FOREST;$2,608.00;2009-03-09;2009;3;9;2009;2009-03-09;6340404;David Morgan Logging|3999 N. SR 37|English, IN|47118;Sanders Wood Products LLC|3762 N Gethsemane Rd. Nw.|Corydon, Indiana|47112;$2,356.00;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$1,800.00;;;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part51.csv;90;125;14;10,979;122;$99.92;$217.89;$879.11;GREENE-SULLIVAN STATE FOREST;$1,097.00;2009-03-19;2009;3;19;2009;2009-03-19;6330905;Brad Bell|259 W beech St.|Sullivan, IN|47882;;;;;;;;;;;;;;;;;38.9856;-87.2436
2009;data/2009/2009_Part119.csv;46;28;11;1,495;33;$747.53;$197.64;$919.91;JACKSON-WASHINGTON STATE FOREST;$1,117.55;2009-03-24;2009;3;24;2009;2009-03-24;6350903;Walter Emmons|160 Farmer Street|Bedford, IN|47421;Richard Newton|9611 South County Rd. 425 E.|Marengo, IN| 47140;$640.00;Mark Hineman;$626.00;;;;;;;;;;;;;38.845;-86.0509
2009;data/2009/2009_Part123.csv;2,189;164;164;410,169;187;$163.93;$10,940.50;$56,298.50;JACKSON-WASHINGTON STATE FOREST;$67,239.00;2009-04-28;2009;4;28;2009;2009-04-28;6350904;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;$55,000.00;Dale E. White Logging|340 Noel Court|Bedford, IN|47421;$54,300.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$51,100.00;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$49,898.00;;;;;;;;;38.845;-86.0509
2009;data/2009/2009_Part127.csv;2,604;146;146;384,268;148;$160.01;$7,934.00;$7,934.00;JACKSON-WASHINGTON STATE FOREST;$61,488.00;2009-04-28;2009;4;28;2009;2009-04-28;6350906;Dale E. White|340 Noel Court|Bedford, IN|47421;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$46,500.00;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;$45,555.00;;;;;;;;;;;;;38.845;-86.0509
2009;data/2009/2009_Part103.csv;1,194;237;85;293,110;245;$222.61;$3,225.46;$62,024.54;HARRISON-CRAWFORD STATE FOREST;$65,250.00;2009-05-14;2009;5;14;2009;2009-05-14;6450913;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;$52,878.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$47,293.00;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$35,173.00;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part29.csv;1,685;325;200;339,122;201;$221.45;$4,223.51;$70,876.50;FERDINAND-PIKE STATE FOREST;$75,100.00;2009-05-14;2009;5;14;2009;2009-05-14;903;Leibering and Sons, Inc.|P.O. Box 201|Lamar, IN|47550;Werner Specialty Hardwoods, Inc.|584 N. Kluemper Rd.|Jasper, IN|47546-9598;$74,363.06;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$58,704.00;Maxwell Bros.|4564 Hwy 60 W.|Lewisport KY|42351;$58,260.00;;;;;;;;;;;38.2544;-86.8105
2009;data/2009/2009_Part3334.csv;793;122;78;146,792;185;$124.43;$2,917.11;$15,347.69;FERDINAND-PIKE STATE FOREST;$18,264.80;2009-05-14;2009;5;14;2009;2009-05-14;904;Werner Specialty Hardwoods|584 N. Kluemper Rd.|Jasper, IN|47546;Werner Specialty Hardwoods, Inc.|584 N. Kluemper Rd.|Jasper, IN|47546-9598;$18,200.00;Leibering and Sons, Inc.|P.O. Box 201|Lamar, IN|47550;$18,070.00;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;$13,385.00;;;;;;;;;;;38.2544;-86.8105
2009;data/2009/2009_Part39.csv;1,401;124;37;283,554;202;$120.26;$3,206.88;$30,893.12;FERDINAND-PIKE STATE FOREST;$34,100.00;2009-05-14;2009;5;14;2009;2009-05-14;6310905;Leibering and Sons, Inc.|P.O. Box 201|Lamar, IN|47550;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$26,371.00;Werner Sawmill, Inc.|3545 N. 550 W.|Jasper, IN|47546;$25,600.00;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;$24,068.00;;;;;;;;;;;38.2544;-86.8105
2009;data/2009/2009_Part71.csv;616;63;46;119,011;193;$291.99;$930.56;$33,819.44;HARRISON-CRAWFORD STATE FOREST;$34,750.00;2009-05-14;2009;5;14;2009;2009-05-14;6450905;David Morgan Logging|3999 N. SR 37|English, IN|47118;Doyle Etienne Logging|HC 60, Box 164A|Derby, IN|47525;$31,228.00;Kennedy Veneer|68 E Gale St.|Indianapolis, IN|46201;$28,008.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$26,301.00;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part75.csv;640;71;57;132,610;207;$203.61;$1,080.62;$25,920.38;HARRISON-CRAWFORD STATE FOREST;$27,001.00;2009-05-14;2009;5;14;2009;2009-05-14;6340906;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;David Morgan Logging|3999 N. SR 37|English, IN|47118;$22,550.00;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$22,127.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$21,518.00;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part79.csv;891;154;76;173,978;195;$232.99;$2,025.98;$38,510.02;HARRISON-CRAWFORD STATE FOREST;$40,536.00;2009-05-14;2009;5;14;2009;2009-05-14;6450907;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Sanders Wood Products LLC|3762 N Gethsemane Rd. Nw.|Corydon, Indiana|47112;$33,424.00;Sanders Wood Products|3786 N. Gethsemane|Corydon, IN|47112;$33,060.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$26,519.00;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part83.csv;639;99;48;130,941;205;$248.20;$950.86;$31,549.14;HARRISON-CRAWFORD STATE FOREST;$32,500.00;2009-05-14;2009;5;14;2009;2009-05-14;6450908;David Morgan Logging|3999 N. SR 37|English, IN|47118;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$30,250.00;Leibering and Sons, Inc.|P.O. Box 201|Lamar, IN|47550;$30,130.00;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$26,331.00;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part87.csv;441;80;39;73,650;167;$162.93;$663.29;$11,336.71;HARRISON-CRAWFORD STATE FOREST;$12,000.00;2009-05-14;2009;5;14;2009;2009-05-14;6450909;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$11,800.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$7,294.00;;;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part91.csv;1,568;254;124;357,325;228;$195.31;$47,097.42;$22,692.58;HARRISON-CRAWFORD STATE FOREST;$69,790.00;2009-05-14;2009;5;14;2009;2009-05-14;6450910;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$62,617.00;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$47,166.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$45,000.00;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part95.csv;847;144;90;166,130;196;$201.94;$7,721.66;$25,826.34;HARRISON-CRAWFORD STATE FOREST;$33,548.00;2009-05-14;2009;5;14;2009;2009-05-14;6450911;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Waninger and Sons Timber Co.|Highway 545|Fulda, IN|47536;$33,500.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$30,100.00;Williams Brothers Logging LLC|9266 Big Bend Rd.|Battletown, KY|40104;$26,913.00;Sanders Wood Products|3786 N. Gethsemane|Corydon, IN|47112;$23,258.00;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part99.csv;1,185;111;86;227,203;192;$215.67;$16,337.83;$32,662.17;HARRISON-CRAWFORD STATE FOREST;$49,000.00;2009-05-14;2009;5;14;2009;2009-05-14;6450912;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Waninger and Sons Timber Co.|Highway 545|Fulda, IN|47536;$41,000.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$18,000.00;;;;;;;;;;;;;38.2107;-86.292
2011;data/2011/Part13.csv;36;63;46;6,377;177;$203.86;$155.90;$1,144.10;HARRISON-CRAWFORD STATE FOREST;$1,300.00;2009-05-14;2009;5;14;2009;2009-05-14;6341102;David Morgan Logging|3999 N. SR 37|English, IN|47118;;;;;;;;;;;;;;;;;38.2107;-86.292
2009;data/2009/2009_Part229.csv;1,177;169;150;241,132;205;$186.39;$5,828.22;$39,116.78;YELLOWWOOD STATE FOREST;$44,945.00;2009-05-21;2009;5;21;2009;2009-05-21;6420913;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$41,510.00;Tri-State Timber|P.O. Box 6983|Bloomington, IN|47407;$38,517.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$32,300.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$31,248.00;DBA Taggart Hill Sawmill, 5505 Hoover Road, Nashville, IN 47448 Hill Sawmill;$28,000.00;;;;;;;39.1843;-86.3381
2009;data/2009/2009_Part233.csv;843;98;93;230,847;274;$222.79;$3,129.07;$48,300.93;MORGAN-MONROE STATE FOREST;$51,430.00;2009-05-21;2009;5;21;2009;2009-05-21;6420914;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$46,807.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$45,363.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$45,102.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$31,666.00;DBA Taggart Hill Sawmill, 5505 Hoover Road, Nashville, IN 47448 Hill Sawmill;$28,000.00;Wooley Lumber Co.|PO Box 6|Mooresville, IN|46158;$25,816.00;;;;;39.3258;-86.4199
2009;data/2009/2009_Part237.csv;527;53;53;143,613;273;$284.57;$4,313.98;$36,554.03;YELLOWWOOD STATE FOREST;$40,868.00;2009-05-21;2009;5;21;2009;2009-05-21;6420915;Sugar Creek Timber|PO Box 25|Clay City, IN|47841;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$38,974.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$29,203.00;Tri-State Timber|P.O. Box 6983|Bloomington, IN|47407;$28,001.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$26,280.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$21,123.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$14,400.00;;;;;39.1843;-86.3381
2009;data/2009/2009_Part241.csv;647;77;58;122,369;189;$217.12;$4,962.78;$21,642.22;YELLOWWOOD STATE FOREST;$26,569.00;2009-05-21;2009;5;21;2009;2009-05-21;6420916;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$18,000.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$12,555.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$10,252.00;;;;;;;;;;;39.1843;-86.3381
2009;data/2009/2009_Part245.csv;1,016;90;90;140,600;138;$181.86;$15,911.68;$9,657.33;YELLOWWOOD STATE FOREST;$25,569.00;2009-05-21;2009;5;21;2009;2009-05-21;6420917;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$20,777.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$17,555.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$8,650.00;;;;;;;;;;;39.1843;-86.3381
2009;data/2009/2009_Part17.csv;2,035;188;188;387,242;190;$107.17;$3,462.48;$38,037.52;CLARK STATE FOREST;$41,500.00;2009-06-04;2009;6;4;2009;2009-06-04;6300905;Ohio River Veneer|LLC PO Box 169|Clear Creek, IN|47426;Kelly Bixler and Son Logging;$22,000.00;;;;;;;;;;;;;;;38.5545;-85.7668
2009;data/2009/2009_Part249.csv;2,106;141;135;354,600;168;$165.69;$6,067.35;$52,684.66;MORGAN-MONROE STATE FOREST;$58,752.00;2009-06-18;2009;6;18;2009;2009-06-18;6420918;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$43,210.00;;;;;;;;;;;;;;;39.3258;-86.4199
2009;data/2009/2009_Part253.csv;1,364;138;138;246,812;181;$247.96;$2,215.91;$58,984.09;MORGAN-MONROE STATE FOREST;$61,200.00;2009-06-18;2009;6;18;2009;2009-06-18;200919;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$59,100.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$52,314.00;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$44,785.00;;;;;;;;;;;39.3258;-86.4199
2009;data/2009/2009_Part257.csv;1,121;83;80;186,965;167;$212.71;$4,182.09;$35,586.91;MORGAN-MONROE STATE FOREST;$39,769.00;2009-06-18;2009;6;18;2009;2009-06-18;6420920;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$36,360.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$33,400.00;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$26,777.00;;;;;;;;;;;39.3258;-86.4199
2009;data/2009/2009_Part261.csv;978;98;88;190,812;195;$266.43;$5,474.17;$45,363.83;YELLOWWOOD STATE FOREST;$50,838.00;2009-06-18;2009;6;18;2009;2009-06-18;200921;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;$45,842.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$47,757.00;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$40,789.00;;;;;;;;;;;39.1843;-86.3381
2009;data/2009/2009_Part265.csv;1,115;80;77;212,740;191;$221.75;$2,848.71;$44,326.29;MORGAN-MONROE STATE FOREST;$47,175.00;2009-06-18;2009;6;18;2009;2009-06-18;6420922;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$46,278.00;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$36,031.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$32,975.00;;;;;;;;;;;39.3258;-86.4199
2009;data/2009/2009_Part269.csv;362;59;55;107,333;297;$305.00;$1,403.84;$31,333.16;MORGAN-MONROE STATE FOREST;$32,737.00;2009-06-18;2009;6;18;2009;2009-06-18;6420923;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$25,896.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$25,109.00;Sugar Ridge Timber, Inc.|5721 South Parker St.|Terre Haute, IN|47802;$23,778.00;;;;;;;;;;;39.3258;-86.4199
2009;data/2009/2009_Part147.csv;544;67;41;151,800;279;$213.81;$1,434.00;$31,022.01;OWEN-PUTNAM STATE FOREST;$32,456.00;2009-06-24;2009;6;24;2009;2009-06-24;6380901;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$31,896.00;Loggers, Inc.|P.O. Box 122 Clay City, IN|47841;$30,727.00;Tri-State Timber|P.O. Box 6983|Bloomington, IN|47407;$27,679.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$26,276.00;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$24,639.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$23,333.00;Odon Sawmill, Inc.|304 S. Gum St.|Odon, IN|47567;$18,220.00;Kirkham Hardwoods|3956 S State Rd 63|Terre Haute, IN|47802;$15,680.00;39.4753;-86.8698
2009;data/2009/2009_Part151.csv;1,021;124;100;203,000;199;$195.99;$2,541.14;$37,243.86;OWEN-PUTNAM STATE FOREST;$39,785.00;2009-06-24;2009;6;24;2009;2009-06-24;6380902;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$33,365.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$31,789.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$31,780.00;Odon Sawmill, Inc.|304 S. Gum St.|Odon, IN|47567;$30,501.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$29,555.00;Kirkham Hardwoods|3956 S State Rd 63|Terre Haute, IN|47802;$20,388.00;;;;;39.4753;-86.8698
2009;data/2009/2009_Part155.csv;862;74;68;115,375;134;$149.56;$1,503.98;$15,751.02;OWEN-PUTNAM STATE FOREST;$17,255.00;2009-06-24;2009;6;24;2009;2009-06-24;6380904;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$14,167.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$11,113.00;;;;;;;;;;;;;39.4753;-86.8698
2009;data/2009/2009_Part159.csv;474;83;74;98,384;208;$285.83;$1,629.06;$26,491.94;OWEN-PUTNAM STATE FOREST;$28,121.00;2009-06-24;2009;6;24;2009;2009-06-24;6380905;Tri-State Timber LLC|P.O. Box 6983|Bloomington, IN|47407;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$22,945.00;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;$21,215.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$18,801.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$17,971.00;Odon Sawmill, Inc.|304 S. Gum St.|Odon, IN|47567;$17,800.00;Wooley Lumber Co.|PO Box 6|Mooresville, IN|46158;$16,235.00;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$12,000.00;;;39.4753;-86.8698
2010;data/2010/2010_Part22.csv;722;315;57;116,170;161;$123.10;$2,015.44;$12,284.56;HARRISON-CRAWFORD STATE FOREST;$14,300.00;2009-09-17;2010;9;17;2009;2009-09-17;6451001;Werner Sawmill, Inc.|3545 N. 550 W.|Jasper, IN|47546;Sanders Wood Products LLC|3762 N Gethsemane Rd. Nw.|Corydon, Indiana|47112;$7,765.00;Leibering and Sons, Inc.|P.O. Box 201|Lamar, IN|47550;$6,100.00;;;;;;;;;;;;;38.2107;-86.292
